title,category,upc,product_type,price_excl,price_incl,tax,no_of_reviews,stock_availability,available_count
We Are All Completely Beside Ourselves,Contemporary,be3db344a845580b,Books,24.04,24.04,0.0,0,In stock,3
Walk the Edge (Thunder Road #2),Young Adult,0e4e2d31c2fb3aad,Books,32.36,32.36,0.0,0,In stock,3
Voyager (Outlander #3),Historical Fiction,7feac4000cbc5859,Books,21.07,21.07,0.0,0,In stock,3
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Nonfiction,52aa3d79b1cee455,Books,50.66,50.66,0.0,0,In stock,3
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,4672d10b9b1e7a05,Books,13.66,13.66,0.0,0,In stock,3
"Unstuffed: Decluttering Your Home, Mind, and Soul",Nonfiction,b830685072fa871f,Books,58.09,58.09,0.0,0,In stock,3
Under the Banner of Heaven: A Story of Violent Faith,Nonfiction,599a4f98bb193368,Books,30.0,30.0,0.0,0,In stock,3
Two Boys Kissing,Young Adult,61bc8167c9680283,Books,32.74,32.74,0.0,0,In stock,3
Twilight (Twilight #1),Default,b53078de0147f6bf,Books,41.93,41.93,0.0,0,In stock,3
Twenties Girl,Womens Fiction,8ebad30219b8679c,Books,42.8,42.8,0.0,0,In stock,3
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Nonfiction,2173a2ce35f6ace1,Books,53.51,53.51,0.0,0,In stock,3
Three-Martini Lunch,Fiction,57f755143ee96fd4,Books,23.21,23.21,0.0,0,In stock,3
"Thinking, Fast and Slow",Psychology,719d72f3ee512dc6,Books,21.14,21.14,0.0,0,In stock,3
The Wild Robot,Childrens,75fed6a47f69859d,Books,56.07,56.07,0.0,0,In stock,3
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Sequential Art,a33ed2e6068df53e,Books,14.41,14.41,0.0,0,In stock,3
The Undomestic Goddess,Womens Fiction,813cff2aefa5d1f0,Books,45.75,45.75,0.0,0,In stock,3
The Travelers,Thriller,2b685187f55c5d31,Books,15.77,15.77,0.0,0,In stock,3
The Tipping Point: How Little Things Can Make a Big Difference,Add a comment,224fa77d4b248046,Books,10.02,10.02,0.0,0,In stock,3
The Thing About Jellyfish,Childrens,3d15714d4d3d15dd,Books,48.77,48.77,0.0,0,In stock,3
The Stand,Horror,49f24193f0b961e6,Books,57.86,57.86,0.0,0,In stock,3
The Smitten Kitchen Cookbook,Food and Drink,742702d662a71410,Books,23.59,23.59,0.0,0,In stock,3
The Silkworm (Cormoran Strike #2),Mystery,f06039c29b5891fa,Books,23.05,23.05,0.0,0,In stock,3
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Sequential Art,91eb9605998a7c03,Books,55.55,55.55,0.0,0,In stock,3
The Rose & the Dagger (The Wrath and the Dawn #2),Fantasy,322a9e34d87f54b1,Books,58.64,58.64,0.0,0,In stock,3
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),Travel,366a236aa1ea6f07,Books,23.21,23.21,0.0,0,In stock,3
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,1a5044d233936b1a,Books,42.57,42.57,0.0,0,In stock,3
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Science Fiction,0e92ccf1bd39e68f,Books,10.92,10.92,0.0,0,In stock,3
The Rest Is Noise: Listening to the Twentieth Century,Add a comment,e2d47e82c50d41d9,Books,34.77,34.77,0.0,0,In stock,3
The Red Tent,Historical Fiction,3c456328b04a8ee8,Books,35.66,35.66,0.0,0,In stock,3
The Purpose Driven Life: What on Earth Am I Here for?,Add a comment,0e7beedf0ee9380c,Books,37.19,37.19,0.0,0,In stock,3
The Purest Hook (Second Circle Tattoos #3),Romance,969f6c7e86554814,Books,12.25,12.25,0.0,0,In stock,3
The Picture of Dorian Gray,Classics,b9f6305a3d650e2c,Books,29.7,29.7,0.0,0,In stock,3
The Paris Wife,Default,fa26798728f5208f,Books,36.8,36.8,0.0,0,In stock,3
The Obsession,Romance,ee441c8e027caa66,Books,45.43,45.43,0.0,0,In stock,3
The Nightingale,Fiction,29d6d87f3418638b,Books,26.26,26.26,0.0,0,In stock,3
The New Guy (and Other Senior Year Distractions),Young Adult,3e42ac0f4d43320f,Books,44.92,44.92,0.0,0,In stock,3
The Nanny Diaries (Nanny #1),Womens Fiction,6263c1d2997b8ce0,Books,52.53,52.53,0.0,0,In stock,3
The Name of God is Mercy,Nonfiction,0baf71623648413a,Books,37.25,37.25,0.0,0,In stock,3
The Maze Runner (The Maze Runner #1),Default,4266f48a0aa1c37d,Books,20.93,20.93,0.0,0,In stock,3
The Lover's Dictionary,Default,36c15687f5ab0f7c,Books,58.09,58.09,0.0,0,In stock,3
The Lonely Ones,Childrens,cf2f27fdf94ba20e,Books,43.59,43.59,0.0,0,In stock,3
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,70c7c3ca7f9b2728,Books,33.92,33.92,0.0,0,In stock,3
The Last Painting of Sara de Vos,Historical Fiction,476c7972e9b41891,Books,55.55,55.55,0.0,0,In stock,3
"The Land of 10,000 Madonnas",Young Adult,35e69a79d2b1e804,Books,29.64,29.64,0.0,0,In stock,3
The Infinities,Fiction,554e9e2d532b3a87,Books,27.41,27.41,0.0,0,In stock,3
The Husband's Secret,Fiction,ff6bb30dd0c482a6,Books,52.51,52.51,0.0,0,In stock,3
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Add a comment,a8b0ea6490bc818f,Books,47.8,47.8,0.0,0,In stock,3
The Guns of August,History,b5da59dd177eb36b,Books,14.54,14.54,0.0,0,In stock,3
The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,4a0a276409968a73,Books,49.53,49.53,0.0,0,In stock,3
The Goldfinch,Default,c88422d8959260ab,Books,43.58,43.58,0.0,0,In stock,3
The Giver (The Giver Quartet #1),Default,e2dac1f4739e0bd5,Books,12.3,12.3,0.0,0,In stock,3
The Girl with All the Gifts,Horror,92dcc54a27107a37,Books,49.47,49.47,0.0,0,In stock,3
The Girl Who Played with Fire (Millennium Trilogy #2),Default,bfa9cb304075d3e8,Books,22.14,22.14,0.0,0,In stock,3
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),Add a comment,8f5d16a5a9bd58b2,Books,57.48,57.48,0.0,0,In stock,3
The Exiled,Mystery,dd003e904727281a,Books,43.45,43.45,0.0,0,In stock,3
"The End of Faith: Religion, Terror, and the Future of Reason",Add a comment,b3f2bc2cefb35f05,Books,22.13,22.13,0.0,0,In stock,3
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Science,c6bf14cb901c63ac,Books,13.03,13.03,0.0,0,In stock,3
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Science,63c0826ef59eae66,Books,57.35,57.35,0.0,0,In stock,3
The Devil Wears Prada (The Devil Wears Prada #1),Womens Fiction,a6ab0cb7106a67f2,Books,44.29,44.29,0.0,0,In stock,3
The Demon-Haunted World: Science as a Candle in the Dark,Default,f51062bf579507d9,Books,52.25,52.25,0.0,0,In stock,3
The Day the Crayons Came Home (Crayons),Childrens,b22362b434e8ee62,Books,26.33,26.33,0.0,0,In stock,3
The Da Vinci Code (Robert Langdon #2),Fiction,dabf11918b48b40c,Books,22.96,22.96,0.0,0,In stock,3
The Cuckoo's Calling (Cormoran Strike #1),Mystery,1be6d3b121865edb,Books,19.21,19.21,0.0,0,In stock,3
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Classics,cad70d6ffd53912f,Books,26.78,26.78,0.0,0,In stock,3
The Complete Poems,Add a comment,23707d3ddf14a999,Books,41.32,41.32,0.0,0,In stock,3
The Catcher in the Rye,Add a comment,487449f4f6322f0f,Books,24.55,24.55,0.0,0,In stock,3
The Cat in the Hat (Beginner Books B-1),Childrens,b7f475238ed50429,Books,16.26,16.26,0.0,0,In stock,3
The Case for Christ (Cases for Christianity),Add a comment,970bd3316219e7dc,Books,47.84,47.84,0.0,0,In stock,3
The Book Thief,Default,a75e274c8814b539,Books,53.49,53.49,0.0,0,In stock,3
The Book of Basketball: The NBA According to The Sports Guy,Sports and Games,08decd9664e5d56e,Books,44.84,44.84,0.0,0,In stock,3
The Blind Side: Evolution of a Game,Add a comment,cd3dcd83bb002e78,Books,53.71,53.71,0.0,0,In stock,3
The Autobiography of Malcolm X,Default,b04a6a0db525857d,Books,23.43,23.43,0.0,0,In stock,3
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,311634df10651e05,Books,34.32,34.32,0.0,0,In stock,3
The Art of Fielding,Fiction,2858ac90c4758e1f,Books,22.1,22.1,0.0,0,In stock,3
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Science,61002f3b7ba5d780,Books,25.83,25.83,0.0,0,In stock,3
Stiff: The Curious Lives of Human Cadavers,Nonfiction,a11ae5f07572ef49,Books,36.74,36.74,0.0,0,In stock,3
Spilled Milk: Based on a True Story,Nonfiction,f08667e4c0458f37,Books,49.51,49.51,0.0,0,In stock,3
Something Borrowed (Darcy & Rachel #1),Womens Fiction,ac27ab4bcd9c492e,Books,48.96,48.96,0.0,0,In stock,3
Something Blue (Darcy & Rachel #2),Womens Fiction,3fc9d51d1c4d6ba7,Books,54.62,54.62,0.0,0,In stock,3
Soldier (Talon #3),Fantasy,feaaae90514eb2ac,Books,24.72,24.72,0.0,0,In stock,3
Shopaholic & Baby (Shopaholic #5),Default,c57d3c96af23c297,Books,46.45,46.45,0.0,0,In stock,3
Seven Days in the Art World,Add a comment,07806456878931bc,Books,52.33,52.33,0.0,0,In stock,3
Seven Brief Lessons on Physics,Science,281a244ce1954711,Books,30.6,30.6,0.0,0,In stock,3
Scarlet (The Lunar Chronicles #2),Young Adult,510832818edb6fbc,Books,14.57,14.57,0.0,0,In stock,3
Sarah's Key,Add a comment,5b2cd5b31a510848,Books,46.29,46.29,0.0,0,In stock,3
"Saga, Volume 3 (Saga (Collected Editions) #3)",Sequential Art,7b870bf85d01c2dc,Books,21.57,21.57,0.0,0,In stock,3
Running with Scissors,Autobiography,28921443f052bea6,Books,12.91,12.91,0.0,0,In stock,3
Rogue Lawyer (Rogue Lawyer #1),Add a comment,b4f5672f68ec3a83,Books,50.11,50.11,0.0,0,In stock,3
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",Nonfiction,89cad3f37c9ce226,Books,41.67,41.67,0.0,0,In stock,3
Rework,Business,8e9dd8431170c09e,Books,44.88,44.88,0.0,0,In stock,3
Reservations for Two,Romance,ecdf73ee66c33b17,Books,11.1,11.1,0.0,0,In stock,3
Red: The True Story of Red Riding Hood,Childrens,4c8ece50736f9e88,Books,28.54,28.54,0.0,0,In stock,3
Ready Player One,Science Fiction,2ef5dc7e278e562a,Books,19.07,19.07,0.0,0,In stock,3
Quiet: The Power of Introverts in a World That Can't Stop Talking,Default,3c565df219ba3274,Books,43.55,43.55,0.0,0,In stock,3
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Sequential Art,9707989a439757b4,Books,43.63,43.63,0.0,0,In stock,3
Persepolis: The Story of a Childhood (Persepolis #1-2),Sequential Art,cb62418129b864a3,Books,39.13,39.13,0.0,0,In stock,3
Packing for Mars: The Curious Science of Life in the Void,Default,8e2dfd6bcf48e1e6,Books,56.68,56.68,0.0,0,In stock,3
Outliers: The Story of Success,Nonfiction,09a7b0b566ad6225,Books,14.16,14.16,0.0,0,In stock,3
Original Fake,Sequential Art,c59283b05905c853,Books,31.45,31.45,0.0,0,In stock,3
Orange Is the New Black,Default,8378c899988905ee,Books,24.61,24.61,0.0,0,In stock,3
One for the Money (Stephanie Plum #1),Default,3250650a5c4e6f07,Books,32.87,32.87,0.0,0,In stock,3
Notes from a Small Island (Notes From a Small Island #1),Nonfiction,cb65e49993db9a93,Books,40.17,40.17,0.0,0,In stock,3
Night (The Night Trilogy #1),Nonfiction,c4d9fce9eff3b8ba,Books,13.51,13.51,0.0,0,In stock,3
Neither Here nor There: Travels in Europe,Travel,747cf7fca2ccdbd4,Books,38.95,38.95,0.0,0,In stock,3
Naked,Humor,54aeeb4610d3ae08,Books,31.69,31.69,0.0,0,In stock,3
Morning Star (Red Rising #3),Default,7ce5a92baabb6bc0,Books,29.4,29.4,0.0,0,In stock,3
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",Nonfiction,7980fa06f2b704d8,Books,57.83,57.83,0.0,0,In stock,3
Midnight Riot (Peter Grant/ Rivers of London - books #1),Fantasy,e9056f9b5a40a301,Books,55.46,55.46,0.0,0,In stock,3
Me Talk Pretty One Day,Autobiography,abc4a7ee16c21088,Books,57.6,57.6,0.0,0,In stock,3
Manuscript Found in Accra,Add a comment,546da23278482b0a,Books,34.98,34.98,0.0,0,In stock,3
Lust & Wonder,Autobiography,0dcadb06206abd3c,Books,11.87,11.87,0.0,0,In stock,3
Lila (Gilead #3),Fiction,4ef75307fb64e2ad,Books,12.47,12.47,0.0,0,In stock,3
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",Science Fiction,4b3f4f151c99f472,Books,33.26,33.26,0.0,0,In stock,3
Life Without a Recipe,Autobiography,c53d9fefcda371e9,Books,59.04,59.04,0.0,0,In stock,3
Life After Life,Default,4ec53ff7e2263f32,Books,26.13,26.13,0.0,0,In stock,3
Letter to a Christian Nation,Nonfiction,1de75f05d57bfc10,Books,22.2,22.2,0.0,0,In stock,3
Let's Pretend This Never Happened: A Mostly True Memoir,Nonfiction,1246e4ffeb5ac4ea,Books,45.11,45.11,0.0,0,In stock,3
Legend (Legend #1),Young Adult,0ce8075fab4a2b5b,Books,43.69,43.69,0.0,0,In stock,3
"Lean In: Women, Work, and the Will to Lead",Default,d5e1a9bfe22bbf9f,Books,25.02,25.02,0.0,0,In stock,3
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Humor,190fbebbf798c31a,Books,55.5,55.5,0.0,0,In stock,3
Lady Renegades (Rebel Belle #3),Young Adult,16e843e6b853cc2f,Books,53.04,53.04,0.0,0,In stock,3
Jurassic Park (Jurassic Park #1),Fiction,a0dd11f6abc421ec,Books,44.97,44.97,0.0,0,In stock,3
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,Nonfiction,d4a29356fc992879,Books,42.38,42.38,0.0,0,In stock,3
Is Everyone Hanging Out Without Me? (And Other Concerns),Default,034829ffdd0a0aea,Books,20.11,20.11,0.0,0,In stock,3
Into the Wild,Nonfiction,a7c3f1010d64799a,Books,56.7,56.7,0.0,0,In stock,3
Inferno (Robert Langdon #4),Fiction,6c4646d90b60a56c,Books,41.0,41.0,0.0,0,In stock,3
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Nonfiction,d8292cd5f1aca291,Books,28.85,28.85,0.0,0,In stock,3
If I Run (If I Run #1),Christian Fiction,61569d12d4ae7161,Books,49.97,49.97,0.0,0,In stock,3
I've Got Your Number,Womens Fiction,6b32b561dab8036c,Books,19.69,19.69,0.0,0,In stock,3
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Nonfiction,8010c7c148057fd3,Books,28.88,28.88,0.0,0,In stock,3
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,6c4d17a46cac8787,Books,33.14,33.14,0.0,0,In stock,3
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",History,1812b8f5641287e3,Books,43.7,43.7,0.0,0,In stock,3
House of Leaves,Horror,557c03c284be1bf2,Books,54.89,54.89,0.0,0,In stock,3
Horrible Bear!,Childrens,cc1ac978a6835ef6,Books,37.52,37.52,0.0,0,In stock,3
Holidays on Ice,Humor,0cb4856be3694a57,Books,51.07,51.07,0.0,0,In stock,3
Heir to the Sky,Fantasy,b003f8bb02f76dc5,Books,44.07,44.07,0.0,0,In stock,3
Green Eggs and Ham (Beginner Books B-16),Childrens,621e2c310cec8d32,Books,10.79,10.79,0.0,0,In stock,3
"Grayson, Vol 3: Nemesis (Grayson #3)",Sequential Art,4f6985aca357ae09,Books,42.72,42.72,0.0,0,In stock,3
Gratitude,Nonfiction,c300cc9326592b65,Books,26.66,26.66,0.0,0,In stock,3
Gone Girl,Default,d5c588b6f9c015e4,Books,37.6,37.6,0.0,0,In stock,3
Golden (Heart of Dread #3),Young Adult,984b3b6e7479b571,Books,42.21,42.21,0.0,0,In stock,3
Girl in the Blue Coat,Historical Fiction,41fc5dce044f16f5,Books,46.83,46.83,0.0,0,In stock,3
"Fruits Basket, Vol. 3 (Fruits Basket #3)",Sequential Art,d5f5a122a593b580,Books,45.17,45.17,0.0,0,In stock,3
"Friday Night Lights: A Town, a Team, and a Dream",Sports and Games,a9aa3ed5b316470b,Books,51.22,51.22,0.0,0,In stock,3
Fire Bound (Sea Haven/Sisters of the Heart #5),Add a comment,2ed3a794a70aa85f,Books,21.28,21.28,0.0,0,In stock,3
Fifty Shades Freed (Fifty Shades #3),Adult Fiction,ed813a848580ba50,Books,15.36,15.36,0.0,0,In stock,3
Fellside,Default,147019cae600694e,Books,38.62,38.62,0.0,0,In stock,3
Extreme Prey (Lucas Davenport #26),Mystery,588ba85ff11a3263,Books,25.4,25.4,0.0,0,In stock,3
Eragon (The Inheritance Cycle #1),Fantasy,b843f52a986a2914,Books,43.87,43.87,0.0,0,In stock,3
Eclipse (Twilight #3),Default,73f71f9556442117,Books,18.74,18.74,0.0,0,In stock,3
Dune (Dune #1),Science Fiction,36d5884d44484277,Books,54.86,54.86,0.0,0,In stock,3
Dracula,Default,a7ec599c1a547746,Books,52.62,52.62,0.0,0,In stock,3
Do Androids Dream of Electric Sheep? (Blade Runner #1),Science Fiction,98330e431e56a9ea,Books,51.48,51.48,0.0,0,In stock,3
Disrupted: My Misadventure in the Start-Up Bubble,Nonfiction,81372abc86f65c79,Books,15.28,15.28,0.0,0,In stock,3
Dead Wake: The Last Crossing of the Lusitania,Default,04d858cdeeee0da4,Books,39.24,39.24,0.0,0,In stock,3
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Default,d234ddecef49ef4e,Books,17.81,17.81,0.0,0,In stock,3
Darkfever (Fever #1),Fantasy,468bd274ac084bb9,Books,56.02,56.02,0.0,0,In stock,3
Dark Places,Default,66937c669c4da072,Books,23.9,23.9,0.0,0,In stock,3
Crazy Rich Asians (Crazy Rich Asians #1),Fiction,c9782ad2a0ed9331,Books,49.13,49.13,0.0,0,In stock,3
Counting Thyme,Childrens,157f693d9e600ccc,Books,10.62,10.62,0.0,0,In stock,3
Cosmos,Add a comment,dbe33cf29ef1623d,Books,36.17,36.17,0.0,0,In stock,3
Civilization and Its Discontents,Psychology,396385e3de5d18c3,Books,59.95,59.95,0.0,0,In stock,3
Cinder (The Lunar Chronicles #1),Young Adult,7e9579921e5407cb,Books,26.09,26.09,0.0,0,In stock,3
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,ef49db2aaa9bb547,Books,37.35,37.35,0.0,0,In stock,3
Career of Evil (Cormoran Strike #3),Mystery,b461cf238506c5b8,Books,24.72,24.72,0.0,0,In stock,3
Breaking Dawn (Twilight #4),Default,bbfc4a3b7b6c94a0,Books,35.28,35.28,0.0,0,In stock,3
Brave Enough,Nonfiction,fd2337c1b73b686e,Books,51.32,51.32,0.0,0,In stock,3
Boy Meets Boy,Young Adult,8e0bc2fe4e7d35b5,Books,21.12,21.12,0.0,0,In stock,3
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Nonfiction,e256de8aa0c2115f,Books,27.35,27.35,0.0,0,In stock,3
Blink: The Power of Thinking Without Thinking,Nonfiction,0bbc48294707ba96,Books,21.74,21.74,0.0,0,In stock,3
Black Flags: The Rise of ISIS,Nonfiction,860318b8e244f39c,Books,40.87,40.87,0.0,0,In stock,3
"Black Butler, Vol. 1 (Black Butler #1)",Sequential Art,15f415d436888b2d,Books,49.31,49.31,0.0,0,In stock,3
Big Little Lies,Fiction,d3f9c4539c0caa64,Books,22.11,22.11,0.0,0,In stock,3
Between Shades of Gray,Historical Fiction,155e42df837ee5ff,Books,20.79,20.79,0.0,0,In stock,3
Best of My Love (Fool's Gold #20),Romance,67dea6c75d6a1075,Books,27.41,27.41,0.0,0,In stock,3
Beowulf,Classics,3fb69f34e178d494,Books,38.35,38.35,0.0,0,In stock,3
Beautiful Creatures (Caster Chronicles #1),Default,5439bae708bca198,Books,21.55,21.55,0.0,0,In stock,3
Awkward,Sequential Art,1d89a2aa9f6ce50f,Books,38.02,38.02,0.0,0,In stock,3
Ash,Fantasy,5d22e2a46604b6e7,Books,22.06,22.06,0.0,0,In stock,3
Are We There Yet?,Childrens,ef9c4f2465513956,Books,10.66,10.66,0.0,0,In stock,3
Are We Smart Enough to Know How Smart Animals Are?,Nonfiction,da0349a87c8caa2f,Books,56.58,56.58,0.0,0,In stock,3
Annie on My Mind,Young Adult,7bf87402413c27ff,Books,36.83,36.83,0.0,0,In stock,3
And Then There Were None,Classics,cfe350b20d23b02b,Books,35.01,35.01,0.0,0,In stock,3
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Nonfiction,bcee4f289ff6699c,Books,30.48,30.48,0.0,0,In stock,3
A Visit from the Goon Squad,Default,5dbd6ec4e154ad2f,Books,14.08,14.08,0.0,0,In stock,3
A Storm of Swords (A Song of Ice and Fire #3),Fantasy,87beabf664115d79,Books,31.22,31.22,0.0,0,In stock,3
A Heartbreaking Work of Staggering Genius,Autobiography,c9770bb1d5a492a0,Books,54.29,54.29,0.0,0,In stock,3
8 Keys to Mental Health Through Exercise,Psychology,f5873c8fc7760000,Books,31.04,31.04,0.0,0,In stock,3
#GIRLBOSS,Add a comment,165affa7adb5eded,Books,50.96,50.96,0.0,0,In stock,3
"The Suffragettes (Little Black Classics, #96)",Nonfiction,d2185b65af52d68c,Books,11.89,11.89,0.0,0,In stock,2
The Sense of an Ending,Add a comment,4130678275eb7c8c,Books,31.38,31.38,0.0,0,In stock,2
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Sequential Art,276dc716b1da8899,Books,54.81,54.81,0.0,0,In stock,2
The Course of Love,Fiction,f3c76b53b239f511,Books,16.78,16.78,0.0,0,In stock,2
Sugar Rush (Offensive Line #2),Sports and Games,ce42e3de94226b2b,Books,24.42,24.42,0.0,0,In stock,2
"Saga, Volume 2 (Saga (Collected Editions) #2)",Sequential Art,9189fd009df41d0e,Books,11.75,11.75,0.0,0,In stock,2
"Run, Spot, Run: The Ethics of Keeping Pets",Philosophy,b0e479be03911916,Books,20.02,20.02,0.0,0,In stock,2
New Moon (Twilight #2),Young Adult,6fa3ea52c8e31e06,Books,12.86,12.86,0.0,0,In stock,2
Life,Music,637e5a45062aa548,Books,31.58,31.58,0.0,0,In stock,2
Kindle Paperwhite User's Guide,Nonfiction,fb495f9f9015a772,Books,34.0,34.0,0.0,0,In stock,2
H is for Hawk,Nonfiction,b6d3f4f4ee1f6069,Books,57.42,57.42,0.0,0,In stock,2
Girl Online On Tour (Girl Online #2),Young Adult,97b8f130d32e9f4e,Books,53.47,53.47,0.0,0,In stock,2
"Fruits Basket, Vol. 2 (Fruits Basket #2)",Sequential Art,c0db71f6bb14db11,Books,11.64,11.64,0.0,0,In stock,2
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Childrens,d7b463918d3b8c39,Books,52.88,52.88,0.0,0,In stock,2
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Sequential Art,09d26b5f819c6a36,Books,18.51,18.51,0.0,0,In stock,1
While You Were Mine,Historical Fiction,8ceb5c6aed2c5f8b,Books,41.32,41.32,0.0,0,In stock,1
Where Lightning Strikes (Bleeding Stars #3),Romance,def389ddfda6991b,Books,39.77,39.77,0.0,0,In stock,1
When I'm Gone,Fiction,c5f91eb481427dc5,Books,51.96,51.96,0.0,0,In stock,1
Ways of Seeing,Art,66a4e422b212726a,Books,39.51,39.51,0.0,0,In stock,1
"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,e7e87087b1a44711,Books,15.4,15.4,0.0,0,In stock,1
Vampire Girl (Vampire Girl #1),Fantasy,dab5e75d1339706a,Books,53.82,53.82,0.0,0,In stock,1
Twenty Love Poems and a Song of Despair,Poetry,e63c3f25338baf9a,Books,30.95,30.95,0.0,0,In stock,1
Travels with Charley: In Search of America,Nonfiction,0268f149d014b389,Books,57.82,57.82,0.0,0,In stock,1
Three Wishes (River of Time: California #1),Science Fiction,460f97a346b44bac,Books,44.18,44.18,0.0,0,In stock,1
This One Moment (Pushing Limits #1),Romance,d6d98d3508c30f57,Books,48.71,48.71,0.0,0,In stock,1
The Zombie Room,Default,9c96cd1329fbd82d,Books,19.69,19.69,0.0,0,In stock,1
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Sequential Art,dac9d1e654fac737,Books,36.52,36.52,0.0,0,In stock,1
The Tumor,Nonfiction,6514add13c82b115,Books,41.56,41.56,0.0,0,In stock,1
The Story of Hong Gildong,Classics,32d035df92ab9080,Books,43.19,43.19,0.0,0,In stock,1
The Silent Wife,Fiction,b78deb463531d078,Books,12.34,12.34,0.0,0,In stock,1
The Silent Twin (Detective Jennifer Knight #3),Fantasy,9e9932ae1a7d0943,Books,36.25,36.25,0.0,0,In stock,1
The Selfish Gene,Science,6f2c0a9adbb2bca9,Books,29.45,29.45,0.0,0,In stock,1
The Secret Healer,Historical Fiction,38f776ab9118aed7,Books,34.56,34.56,0.0,0,In stock,1
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Sequential Art,5faefdc861684eb1,Books,54.12,54.12,0.0,0,In stock,1
The Republic,Add a comment,0ec9d2b018fb10d8,Books,33.78,33.78,0.0,0,In stock,1
The Odyssey,Add a comment,f0512adadffd2480,Books,29.64,29.64,0.0,0,In stock,1
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Mystery,b0913e67d38d5ed5,Books,57.7,57.7,0.0,0,In stock,1
The Nicomachean Ethics,Philosophy,5c10b64db3e4f228,Books,36.34,36.34,0.0,0,In stock,1
The Name of the Wind (The Kingkiller Chronicle #1),Default,c8614adb1a90b027,Books,50.59,50.59,0.0,0,In stock,1
The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,c40b70e0f6d80189,Books,29.38,29.38,0.0,0,In stock,1
The Little Prince,Classics,1aeca7d078d57deb,Books,45.42,45.42,0.0,0,In stock,1
The Light of the Fireflies,Add a comment,04e43893e32f9d29,Books,54.43,54.43,0.0,0,In stock,1
The Last Girl (The Dominion Trilogy #1),Science Fiction,16c71736dae78764,Books,36.26,36.26,0.0,0,In stock,1
The Iliad,Add a comment,86d8bd7afa5b51b3,Books,16.16,16.16,0.0,0,In stock,1
The Hook Up (Game On #1),New Adult,6e473eff459e809f,Books,36.29,36.29,0.0,0,In stock,1
The Haters,Young Adult,fff8a057a40c4a60,Books,27.89,27.89,0.0,0,In stock,1
The Girl You Lost,Mystery,4280ac3eab57aa5d,Books,12.29,12.29,0.0,0,In stock,1
The Girl In The Ice (DCI Erika Foster #1),Mystery,ee61197edb882599,Books,15.85,15.85,0.0,0,In stock,1
The End of the Jesus Era (An Investigation #1),Nonfiction,09659d1639a1f978,Books,14.4,14.4,0.0,0,In stock,1
The Edge of Reason (Bridget Jones #2),Womens Fiction,29fc016c459aeb14,Books,19.18,19.18,0.0,0,In stock,1
The Complete Maus (Maus #1-2),Sequential Art,3301af038a720587,Books,10.64,10.64,0.0,0,In stock,1
